arsenic,dist,assoc,educ,switch
0.05,16.635,0,9,0
0.11,18.348,0,5,0
2.32,16.343,0,9,0
3.35,13.657,0,12,1
1.72,20.026,0,5,0
1.72,15.041,0,10,0
1.97,27.648,0,8,1
0.72,55.126,0,5,0
0.05,52.899,0,5,1
1.15,40.847,1,10,1
1.76,19.585,1,4,0
2.64,56.228,1,0,1
1.71,43.28,1,0,0
2.98,42.01,0,5,1
0.05,21.935,0,12,0
0.09,8.181,1,6,0
0.05,11.354,1,3,0
0.05,14.577,1,9,0
0.12,8.775,0,9,1
0.55,21.416,1,0,1
0.29,20.645,0,0,0
2.13,21.595,0,0,1
0.05,19.813,1,6,0
3.96,12.353,1,0,1
1.83,7.064,1,14,1
2.15,15.268,0,5,1
2.3,12.421,1,5,1
4.79,8.157,0,0,1
0.13,19.357,1,10,1
0.25,7.417,0,0,0
1.17,11.577,0,6,1
3.49,8.568,0,5,1
0.05,14.62,0,10,0
0.05,6.559,0,0,0
2.52,19.375,0,5,1
5.07,30.85,0,0,0
0.05,14.772,0,2,0
0.17,14.834,0,5,1
0.07,16.712,0,5,1
0.05,26.707,0,0,0
0.05,8.853,1,5,0
0.09,4.404,1,5,1
0.21,9.27,0,0,0
0.06,0,1,3,0
0.05,26.785,1,5,0
0.05,23.925,1,0,0
3.01,64.292,0,9,1
0.05,14.954,0,10,0
0.05,28.96,0,0,0
1.73,28.752,1,3,1
2.51,24.276,1,9,0
0.05,30.675,0,2,0
0.09,18.425,1,0,1
0.63,15.266,0,11,0
1.18,9.193,1,8,0
0.05,10.158,1,5,0
0.06,10.148,1,0,1
0.08,15.237,0,6,1
0.05,11.496,1,10,1
0.8,23.83,1,0,1
6.59,26.535,1,5,1
2.81,14.957,1,5,1
0.05,0,0,6,0
1.9,11.794,0,9,1
0.05,5.915,0,0,1
1.7,20.077,1,0,1
0.06,22.215,1,2,0
0.64,34.349,1,8,1
2.13,32.986,1,0,1
3.9,29.893,1,0,1
5.58,20.359,0,5,1
3.49,43.567,0,3,1
3.09,30.431,0,5,1
3.92,41.608,0,5,0
1.02,47.956,1,0,0
1.31,1.594,1,0,1
0.08,19.204,0,5,0
0.06,31.336,0,6,0
0.05,35.685,0,12,0
0.09,31.522,0,5,0
0.05,35.576,0,10,0
1.35,26.783,0,0,1
0.98,42.325,1,0,1
0.46,42.78,1,5,0
0.78,11.873,0,0,1
1.12,78.949,1,5,1
0.82,80.569,1,5,1
0.05,66.401,0,5,0
0.99,80.324,1,7,1
0.05,73.178,0,14,0
1.38,54.927,0,5,1
0.91,54.39,0,4,1
1.27,41.595,0,5,1
1.1,57.114,0,5,0
0.36,21.468,0,5,0
0.05,5.627,1,6,0
0.43,23.334,0,5,0
0.05,28.694,0,5,1
0.05,19.946,0,5,0
0.11,4.596,0,0,0
0.17,8.4,1,0,0
0.64,26.445,0,5,0
0.89,21.615,1,0,1
0.78,11.143,0,8,0
0.2,14.077,0,5,1
0.08,16.45,0,0,0
0.05,23.297,0,7,0
0.05,17.397,0,0,0
0.05,14.614,0,0,0
0.41,34.095,0,5,0
0.05,11.721,0,5,0
0.64,17.01,1,8,1
0.73,8.413,1,2,0
0.46,3.403,0,0,0
0.35,14.214,1,3,0
0.49,8.854,0,5,1
0.05,14.963,0,5,0
0.68,4.219,1,0,1
0.05,13.462,1,0,0
0.5,32.763,0,5,1
0.28,8.884,1,5,1
0.79,31.979,0,12,1
0.05,5.353,1,6,1
0.05,1.547,1,0,0
0.05,9.819,1,5,0
0.05,8.212,1,3,0
0.05,12.772,1,12,0
0.05,5.324,1,2,0
0.05,15.926,1,0,0
0.05,2.889,1,0,0
0.06,19.574,1,4,0
0.05,6.188,1,0,0
0.05,14.776,0,12,0
0.05,36.643,0,0,0
0.06,40.224,0,5,0
2.33,20.706,1,3,1
0.05,8.449,1,0,0
2.44,24.536,1,2,1
0.05,24.187,1,3,0
0.05,14.822,1,3,0
0.05,11.884,1,0,0
0.05,16.351,1,3,0
2.1,5.951,1,2,1
1.9,7.158,1,0,1
0.06,13.595,1,3,0
0.05,24.194,1,0,0
0.52,23.81,1,0,1
0.06,25.201,1,0,1
0.07,20.075,1,0,1
0.05,7.952,0,2,0
0.05,13.606,1,0,0
0.05,12.43,1,0,0
0.05,13.924,1,0,1
0.05,17.737,1,0,0
0.05,2.06,1,5,0
0.05,20.402,1,5,1
0.05,48.647,1,6,0
0.05,51.749,1,6,0
4.05,87.24,0,5,1
0.07,77.329,1,3,0
4.94,12.493,1,8,1
5.73,3.07,1,12,1
3.5,77.229,1,7,1
2.07,46.289,1,4,1
2.52,47.966,1,7,1
2.71,41.664,1,5,0
2.47,61.181,1,2,1
0.05,74.102,1,5,0
0.78,67.226,0,5,1
3.28,44.425,1,5,1
0.31,14.46,1,3,0
2.29,14.755,1,7,1
1.11,8.769,1,5,1
0.11,28.193,1,6,0
0.05,19.514,0,4,1
2.39,29.77,0,3,1
3.17,17.044,1,0,1
2.04,22.696,1,10,1
1.26,26.43,1,3,1
0.05,13.551,1,6,0
0.05,22.55,1,10,0
0.05,19.651,0,14,0
0.05,23.465,1,0,1
0.06,23.452,1,0,0
0.05,27.334,1,0,0
0.12,35.694,0,10,0
2.85,39.393,1,4,1
2.64,50.372,1,12,1
0.05,61.194,1,12,1
2.67,49.586,1,0,1
0.05,22.68,1,8,0
1.64,75.306,0,9,1
1.91,41.851,0,10,1
2.15,19.586,1,4,1
1.9,46.189,1,5,1
1.66,35.888,0,0,1
2.06,26.214,1,0,1
1.1,16.975,0,5,1
0.05,18.157,1,8,0
1.28,45.472,0,0,0
2.34,46.304,1,8,1
2.51,56.905,1,0,1
3.4,50.692,1,3,1
3.08,34.287,0,0,1
2.1,9.08,1,5,1
0.77,18.273,1,5,0
0.26,12.291,1,5,0
5.04,100.138,0,3,1
4.07,73.044,0,12,1
7.37,59.545,1,4,1
8.79,32.926,0,6,1
3.52,47.063,0,3,0
3.59,15.303,0,4,1
3.21,3.969,0,6,1
3.87,18.773,0,10,1
2.68,29.95,0,2,1
5.48,41.426,0,6,1
4.21,20.09,0,3,1
3.72,0.65,0,4,1
5.54,8.676,0,5,1
5.8,17.373,0,3,1
6.08,32.333,0,12,1
0.05,41.108,1,0,0
3.8,17.351,0,0,1
2.15,24.886,1,0,1
2.74,40.319,0,0,1
2.5,42.136,1,0,1
2.98,17.61,1,8,1
2.34,2.648,1,4,1
2.26,17.005,1,0,1
0.67,15.596,1,4,1
2.4,38.646,1,0,1
1.02,83.809,1,0,1
1.1,76.442,1,0,1
2.75,61.216,1,0,1
1.83,55.362,1,5,1
0.05,28.888,0,5,1
1.4,19.898,0,5,1
0.82,39.981,1,0,1
0.75,46.551,1,5,0
1.25,37.001,1,7,1
1.05,32.582,1,0,1
0.83,22.759,1,5,1
1.13,4.963,0,5,1
1.12,53.126,0,0,1
1.35,22.785,1,5,0
1.25,27.589,1,3,1
2.25,53.401,0,0,1
1.97,69.449,0,2,1
0.05,14.433,0,12,0
0.44,18.038,1,5,0
0.45,17.914,0,5,1
1.68,39.561,0,5,1
0.54,23.465,1,2,0
1.88,16.841,0,5,1
0.42,14.207,1,2,1
0.48,8.19,1,5,1
0.64,16.301,1,5,1
0.43,5.775,1,5,0
2.72,27.08,0,0,1
0.8,42.023,0,2,1
1.1,13.75,0,0,1
2.14,19.254,1,4,1
0.05,5.974,0,5,0
0.05,10.763,0,9,0
0.05,10.396,1,5,0
6.27,29.963,1,12,1
0.18,3.97,0,10,0
0.08,7.172,0,5,1
0.1,13.202,1,10,0
0.08,31.557,1,16,0
0.05,26.384,1,10,0
1.83,7.67,1,4,1
3.96,16.966,0,10,1
0.76,23.506,0,8,1
0.1,45.077,1,5,0
5.28,52.301,0,4,1
0.07,64.284,0,9,0
1.89,56.026,0,3,1
0.05,26.068,0,6,0
1.03,41.852,0,7,1
0.05,51.804,0,0,0
0.05,65.991,0,10,0
0.06,29.896,0,9,0
0.08,23.598,1,6,0
0.25,39.854,1,0,1
0.05,15.262,0,4,0
1.71,0.591,1,0,1
0.25,42.88,1,4,0
0.05,20.011,1,0,1
0.19,37.173,0,0,0
1.46,24.536,0,5,1
0.09,39.316,1,6,0
3.31,29.788,1,4,1
0.18,17.777,1,4,0
3.45,37.773,0,10,1
0.08,5.758,1,0,0
0.05,5.25,0,7,0
2.92,65.595,0,5,0
4.4,35.794,0,5,0
0.33,37.902,0,7,0
4.99,4.97,0,5,1
6.07,23.682,0,7,1
2.85,45.221,1,4,1
1.51,77.821,0,0,1
1.82,104.459,0,0,1
0.99,31.558,0,5,0
2.71,33.951,0,15,1
2.39,36.609,1,5,0
2.7,29.284,1,6,1
3.9,32.223,0,3,1
0.92,43.063,0,0,1
2.95,25.689,0,5,1
3.66,10.046,0,5,1
1.1,32.832,1,4,1
2.07,32.051,0,4,0
2.59,37.171,0,5,1
3.07,43.918,1,5,1
2.11,49.682,0,5,1
2.19,47.91,1,5,1
0.43,8.436,1,5,1
3.18,24.902,1,4,1
2.31,38.783,0,4,1
0.83,41.768,0,2,0
0.94,44.695,0,3,1
0.6,54.045,1,4,1
1.12,62.32,0,3,1
0.54,47.363,0,10,1
1.27,38.154,0,3,1
1.05,23.18,0,5,1
0.82,19.363,1,0,1
0.62,16.414,0,0,1
0.4,4.145,1,7,0
1.36,27.895,1,6,1
1.51,33.142,1,5,0
0.68,24.906,1,4,1
0.12,19.244,1,4,1
1.66,16.268,1,2,1
0.28,10.879,0,0,0
0.31,6.673,1,3,0
0.52,26.764,1,4,0
0.62,5.475,1,4,0
0.6,2.718,1,4,1
0.39,10.604,1,12,0
0.28,17.506,1,10,0
0.34,38.641,1,4,0
0.51,26.08,1,4,0
1.34,31.145,1,15,1
0.68,44.571,0,12,1
0.66,54.567,1,4,1
0.68,64.479,1,10,1
0.8,62.384,0,10,1
0.71,61.577,0,10,1
0.8,34.866,0,14,1
1.29,63.273,0,5,1
0.97,35.441,1,12,1
2.8,24.445,1,4,0
0.99,22.324,1,12,0
1.13,9.471,1,4,0
0.77,6.529,1,4,0
0.93,11.018,0,5,1
0.39,25.173,1,4,0
0.43,16.328,1,5,0
3.37,5.44,1,0,0
0.09,9.82,1,6,0
1.25,22.703,1,0,0
2.69,38.581,1,7,1
0.6,38.736,1,3,0
0.73,56.215,0,0,1
0.51,52.006,1,10,1
0.1,38.798,0,9,0
2.69,48.851,1,0,1
2.61,55.835,0,8,1
3.43,62.804,0,4,1
4.09,51.692,0,0,0
3.27,56.031,1,0,1
2.23,32.486,1,4,0
2.35,31.951,0,8,1
4.62,55.152,0,5,0
1.99,60.672,1,0,0
1.01,89.891,0,10,0
3.23,93.599,0,0,0
1.31,166.362,0,0,0
0.85,177.267,0,9,1
1.05,173.3,1,4,0
0.84,158.293,1,3,0
2.11,66.702,1,4,0
1.36,74.177,1,10,0
0.22,14.798,0,5,0
0.05,39.472,1,8,0
0.75,40.116,0,7,0
1.25,67.598,0,10,1
1.34,18.222,0,8,1
0.88,81.96,1,5,0
0.74,77.047,1,5,1
1.05,49.543,0,5,0
1.4,55.776,1,0,0
1.03,52.038,1,0,0
1.15,98.876,1,0,0
1.15,94.785,0,0,0
0.89,104.093,1,5,0
1.07,66.758,1,5,0
1.09,44.691,1,5,1
2.04,97.839,1,0,0
0.83,104.314,0,0,1
0.63,107.079,0,10,1
1.09,66.84,0,5,0
0.15,25.15,0,0,0
0.96,17.39,0,12,1
0.74,48.806,0,5,0
2.38,30.45,0,0,1
0.69,30.685,0,5,0
0.97,41.346,0,0,0
1.91,66.746,0,5,1
1.86,37.433,0,0,1
1.98,19.396,0,5,1
0.92,35.844,0,0,0
2.4,11.702,1,8,0
1.71,37.601,0,5,0
0.79,48.065,0,0,1
1.08,30.712,0,0,0
0.98,53.497,0,0,1
0.84,68.451,0,0,0
0.74,75.917,1,9,0
0.96,84.835,0,0,0
2.12,113.759,0,0,1
0.31,123.581,0,0,0
1.31,128.621,0,10,0
3.17,140.531,1,0,1
1.61,144.902,1,5,1
2.8,128.388,1,14,0
1.27,153.173,0,7,1
0.87,172.734,0,14,0
2.23,170.22,0,0,0
1.93,175.725,0,12,1
1.12,103.878,0,10,1
1.08,93.216,0,4,0
1.11,80.085,1,8,0
1.7,108.911,0,0,0
2.21,68.557,1,0,1
0.83,139.081,0,4,0
1.36,127.643,0,4,1
1.42,50.421,0,0,1
0.39,23.533,0,10,0
0.54,39.574,1,0,0
2.28,79.721,0,4,0
2.08,127.25,1,0,0
0.87,134.316,1,4,0
0.91,135.104,1,0,0
1.45,132.244,0,4,0
1.61,118.936,0,4,0
3.38,60.806,0,4,1
3.49,87.098,0,0,1
2.04,74.068,0,5,1
2.72,55.501,1,0,1
1.43,36.204,1,0,1
1.86,46.808,0,4,1
2.38,67.417,0,0,1
2.09,93.95,1,3,1
1.66,70.211,1,2,0
1.51,113.008,1,8,0
5.12,96.222,1,9,1
1.54,122.954,0,4,1
4.41,141.244,1,4,0
3.37,156.123,1,0,1
1.93,196.707,1,14,1
4,179.117,1,5,1
2.03,138.364,0,5,1
1.19,95.616,0,7,0
2.33,62.965,0,4,0
2.75,3.612,1,4,1
1.14,12.454,1,0,1
3.31,45.994,0,3,1
1.04,4.338,0,4,1
2.58,133.873,1,5,0
2.99,42.632,0,0,1
2.56,63.415,0,10,1
1.11,62.853,1,0,1
1.85,46.328,0,0,0
2.18,42.619,1,6,0
1.47,14.457,0,5,0
2.19,32.576,1,0,0
1.48,78.542,1,3,1
2.48,91.854,1,4,1
1.5,99.186,1,5,1
1.76,91.782,1,5,0
1.6,96.71,1,5,1
2.79,104.166,1,0,0
2.62,71.201,1,5,1
1.43,9.673,0,0,0
1.17,56.566,1,4,1
2.04,31.968,1,5,0
2.66,62.398,1,9,1
2.11,44.013,0,5,1
3.35,30.621,1,5,1
2.35,32.612,0,5,1
3.26,68.929,0,0,0
3.57,75.058,0,5,1
3.19,93.804,0,0,0
3.19,127.69,1,0,1
3.69,135.835,0,3,1
2.99,152.783,0,3,1
2.48,138.409,1,8,0
0.79,95.334,0,3,0
1.31,127.281,1,5,1
0.65,109.176,0,3,0
1,98.111,1,4,0
1.9,165.707,1,3,0
3.76,150.677,0,4,1
2.03,187.832,0,2,0
1.02,196.503,0,4,0
2.13,184.399,0,8,0
2.59,199.309,0,10,1
2.14,169.531,0,5,1
0.32,45.39,0,0,0
1.23,31.533,0,3,1
1.56,24.69,0,4,0
1.19,68.446,0,4,0
0.79,75.937,1,9,0
1.26,73.724,0,4,1
0.83,23.232,0,6,1
0.31,14.73,1,2,0
0.05,38.858,1,0,0
0.85,45.76,0,6,0
0.87,18.953,0,3,0
0.18,18.567,0,3,0
2.54,43.467,1,0,1
1.42,11.291,0,0,0
0.09,8.24,0,10,0
0.05,4.741,1,4,0
0.14,16.303,0,0,0
0.16,26.392,0,5,0
0.12,3.974,1,7,0
1.89,21.904,1,9,1
1.42,25.004,1,12,0
0.99,45.911,1,6,0
0.26,3.554,1,7,1
1.73,47.953,0,12,1
2.33,70.566,0,2,0
3.18,62.638,1,0,1
0.45,12.817,0,6,1
0.56,14.045,0,5,1
0.07,3.27,1,6,0
1.2,8.924,0,10,1
0.62,7.335,1,3,1
0.5,7.227,0,3,1
0.08,5.3,0,5,0
5.66,28.969,0,8,1
0.05,11.378,0,10,0
0.05,10.952,0,4,0
0.19,10.936,0,3,0
1.21,21.482,1,12,1
4.82,19.022,0,9,1
0.56,39.165,0,12,1
0.83,37.279,1,5,0
0.82,50.581,0,11,1
1.43,27.132,0,5,1
1.29,16.359,0,0,1
1.22,17.458,0,5,1
0.72,19.53,0,5,1
0.05,20.321,0,14,0
0.05,7.183,0,4,1
0.05,17.286,0,5,0
0.05,11.296,0,12,0
0.05,5.319,0,10,0
0.05,8.653,0,12,0
0.05,9.639,1,16,0
0.05,9.897,0,16,1
0.05,7.083,0,16,1
0.06,9.906,1,3,0
0.05,7.285,0,3,0
0.05,6.655,1,7,0
0.05,5.407,0,10,0
0.05,1.601,1,6,1
0.05,27.734,0,3,0
0.05,10.138,0,8,0
0.05,9.641,0,2,0
0.05,5.358,0,3,0
0.05,3.881,0,4,0
0.05,13.853,1,10,0
0.05,17.775,0,3,1
0.05,18.126,0,3,0
0.44,1.907,0,10,0
0.2,8.324,0,5,0
2.22,7.587,0,5,0
0.05,6.395,0,5,0
0.05,17.539,0,12,0
0.05,4.005,0,12,0
0.05,3.477,1,6,0
0.05,4.536,1,2,0
0.05,10.678,0,3,0
0.83,30.876,0,3,1
1.64,23.645,0,3,1
0.36,26.722,0,5,0
0.62,12.153,0,8,0
0.05,14.297,1,3,0
1.51,31.071,1,3,1
0.05,10.303,0,12,0
0.31,7.781,0,3,1
0.7,16.271,0,4,1
0.05,4.64,0,9,0
0.05,4.227,0,10,1
0.05,8.499,0,4,0
0.05,12.814,0,0,0
0.05,9.086,0,12,0
0.05,9.776,0,4,0
0.05,18.193,0,3,0
0.05,13.512,0,9,0
0.05,25.685,0,5,0
0.6,17.114,1,0,1
0.27,16.461,1,8,0
0.05,9.041,0,6,0
0.5,8.515,0,9,0
0.41,5.669,0,0,0
0.61,15.495,0,3,1
1.07,26.487,0,4,1
1.2,43.142,1,7,1
0.92,25.687,0,4,1
0.05,6.659,0,4,0
2.21,9.976,0,4,1
0.35,2.126,0,5,1
0.98,20.358,0,10,1
1.1,6.541,0,4,1
1.01,43.285,0,10,1
0.9,71.13,0,4,1
1.16,70.032,0,10,1
1.62,70.021,0,6,1
1.47,92.681,1,0,1
1.03,81.892,0,4,1
1.4,79.903,0,10,0
0.83,55.061,1,5,0
0.45,4.091,0,5,0
0.79,23.825,1,8,1
1.76,60.052,0,4,1
0.58,48.132,0,3,1
1.49,39.332,0,5,1
0.47,29.635,1,8,0
1.07,19.249,0,10,0
0.37,3.959,0,4,0
1.18,14.244,0,9,1
1.71,47.849,0,10,1
1.79,51.715,1,10,1
1.75,57.387,0,5,1
0.95,7.148,0,14,1
0.97,8.594,0,6,1
1.09,19.183,0,4,1
0.23,22.39,0,5,0
1.23,29.981,0,10,1
1.25,35.705,0,7,1
1.15,53.394,0,2,1
0.89,40.609,0,5,1
0.92,36.748,0,4,1
0.9,34.805,0,0,1
0.86,13.627,1,3,1
0.1,18.971,0,5,0
2.18,34.112,0,8,0
1.28,13.102,0,8,1
0.75,14.094,0,12,1
0.82,9.943,0,3,1
1.65,84.169,0,7,1
1.8,78.025,0,6,1
1.79,70.311,0,4,1
5.18,48.678,1,5,1
0.18,12.855,1,0,0
0.16,15.577,0,0,0
0.07,2.642,0,5,0
0.12,7.418,1,5,0
0.1,7.898,1,0,0
0.14,6.225,0,9,0
0.12,7.227,1,0,1
0.36,7.234,0,0,0
0.05,0.58,0,9,0
0.17,6.162,0,3,1
0.11,6.602,1,6,0
0.1,7.566,0,5,0
0.65,28.332,0,5,1
0.05,12.797,0,5,0
0.08,9.489,0,0,1
0.1,13.43,1,0,1
0.05,17.126,1,8,0
0.05,7.352,0,0,0
0.05,3.242,0,9,0
0.05,6.27,0,5,0
0.05,10.204,0,0,0
0.05,7.647,0,5,0
0.05,23.97,1,5,0
0.05,1.606,1,5,0
0.05,18.715,0,7,0
0.05,5.357,0,5,0
0.19,7.076,0,10,1
0.05,10.96,0,10,0
0.21,4.246,0,10,1
0.46,30.166,1,5,0
0.1,16.882,0,6,1
0.05,12.292,0,5,0
0.05,9.521,0,4,0
0.57,17.848,0,10,1
0.05,3.764,0,7,1
0.09,0.602,0,3,0
0.05,14.397,0,0,0
0.05,23.413,0,5,0
0.05,14.556,1,8,1
0.05,7.638,0,5,0
0.09,8.562,0,4,0
0.34,15.917,0,0,1
0.87,83.719,0,5,1
0.98,24.389,1,5,1
0.52,22.976,0,0,1
0.34,28.717,0,5,0
0.38,6.988,1,8,1
0.05,11.149,1,8,0
0.09,20.166,0,10,0
0.05,11.661,0,4,0
0.58,4.006,0,8,1
0.59,28.449,0,4,1
0.23,4.66,0,7,0
0.34,10.841,0,14,0
0.05,3.295,0,6,0
0.31,10.633,0,0,0
0.26,9.479,1,7,0
1.53,10.764,0,2,1
0.38,20.425,0,4,0
0.43,10.403,0,5,0
0.29,2.63,0,2,0
0.6,5.385,0,4,0
0.2,9.481,0,5,0
0.33,9.393,0,4,1
0.31,15.463,0,4,1
0.36,7.396,1,5,0
0.44,4.687,1,2,0
0.17,8.727,1,7,0
0.23,8.964,1,6,0
0.28,0.875,1,5,0
0.39,10.701,1,5,1
0.33,16.206,1,1,0
0.5,6.618,0,2,0
0.69,25.077,0,3,0
0.68,21.856,0,4,0
0.93,8.536,0,3,1
0.74,8.824,0,3,1
0.34,6.481,0,4,0
0.72,13.889,0,3,0
0.37,10.92,1,2,0
0.25,8.671,0,3,1
0.62,36.397,1,4,0
0.05,10.984,1,3,0
0.05,7.898,1,7,1
0.05,5.068,0,4,0
0.71,10.667,1,3,0
0.05,9.822,0,5,1
0.21,11.428,1,6,0
0.53,5.581,1,4,0
0.6,9.331,0,4,0
0.07,15.818,0,3,0
0.34,11.966,0,4,0
2.2,120.098,0,4,0
2.71,142.523,0,4,0
3.2,145.557,0,5,0
1.35,98.506,0,4,0
0.19,75.694,0,8,0
0.99,84.484,1,2,0
1.98,91.003,0,6,0
1.03,40.129,0,4,0
0.36,6.424,0,4,0
1.32,4.273,0,6,0
0.13,6.169,1,4,0
0.78,22.677,0,4,1
1.04,21.286,0,7,1
0.57,15.05,0,7,1
0.32,4.624,1,3,0
0.71,19.341,0,4,1
0.33,7.033,1,4,0
0.39,4.57,0,8,0
0.63,36.849,0,2,0
0.14,9.629,1,4,1
0.3,3.709,1,4,0
0.42,10.387,0,4,0
0.09,2.77,1,5,1
0.09,5.581,0,4,0
2.65,29.407,0,4,1
0.05,6.695,0,7,0
0.05,8.59,1,5,0
0.05,13.172,0,10,0
0.35,9.791,0,3,1
0.32,19.619,0,7,1
0.9,19.174,0,5,1
0.26,12.078,1,7,0
0.89,70.003,0,5,1
1.58,64.742,0,6,1
1.35,56.297,0,2,1
1.61,53.551,0,3,0
0.05,12.68,0,10,0
1.21,98.371,0,3,1
1.31,100.906,0,5,0
0.82,81.385,0,2,0
0.53,71.66,0,2,1
0.89,68.962,0,3,0
1.12,89.007,1,4,1
0.56,34.579,0,4,0
0.21,8.358,0,6,0
0.1,10.536,0,8,0
0.05,12.782,0,8,0
0.06,12.797,1,9,0
0.05,3.68,1,9,0
0.15,8.077,1,5,0
0.07,13.435,1,9,0
0.06,5.662,1,0,0
0.05,10.069,1,5,1
0.05,2.048,0,4,1
0.05,6.825,0,4,1
0.37,4.607,0,4,0
0.09,2.238,0,5,0
0.05,10.867,0,0,1
0.11,9.925,0,5,0
0.38,8.045,0,10,0
0.34,5.422,0,5,0
0.05,25.647,0,8,0
0.08,3.245,1,2,0
0.05,2.582,0,8,0
0.77,48.013,0,9,0
0.54,16.686,0,4,1
1.17,66.069,1,5,1
1.34,32.002,0,3,1
1.32,12.594,0,5,1
1.12,28.006,0,10,1
1.17,48.445,0,3,1
0.05,12.18,0,5,0
0.05,6.715,1,3,0
0.05,8.959,0,4,0
0.85,28.646,0,5,1
0.89,25.931,1,0,1
0.34,5.066,0,4,0
0.47,7.052,0,4,0
0.99,45.272,1,3,1
1.18,49.346,1,3,0
1.08,71.518,0,3,0
1.28,57.602,0,6,1
1.03,75.698,0,6,0
1.18,54.403,0,6,0
1.38,23.148,0,4,1
1.41,31.386,0,5,0
0.17,7.409,1,4,0
0.87,27.883,0,4,1
1.03,57.7,0,7,1
0.65,99.441,0,4,0
0.55,115.994,0,4,0
0.35,62.493,0,4,0
0.27,6.348,1,6,0
0.33,12.337,0,6,0
0.3,8.777,0,7,0
0.55,60.432,0,9,1
0.24,18.098,0,7,0
0.59,31.239,1,5,0
0.53,49.2,1,9,0
0.81,31.271,0,7,1
0.87,8.812,0,6,1
0.46,18.404,0,7,0
0.77,27.889,0,10,1
0.7,48.25,0,7,0
0.65,42.594,0,11,1
0.95,59.821,0,7,0
2.6,8.1,1,5,1
0.05,1.108,0,10,0
0.05,16.29,1,12,0
0.12,17.511,0,12,1
0.56,31.08,0,5,0
0.83,35.637,0,0,1
0.06,11.081,0,6,0
0.49,4.583,1,5,0
0.42,45.375,0,8,0
0.59,58.78,0,6,1
0.48,16.864,0,0,0
0.39,3.726,0,0,0
0.47,12.214,0,8,0
0.49,1.087,0,9,0
0.3,26.517,0,14,1
0.2,12.187,0,7,0
0.46,3.28,0,5,0
0.48,3.673,0,7,0
0.43,8.396,0,5,1
0.05,3.787,1,0,0
0.45,17.265,1,4,0
0.7,10.546,1,0,1
0.44,14.973,1,5,1
0.45,13.717,0,5,0
0.94,7.312,1,0,0
0.57,4.593,0,5,1
0.61,12.158,1,5,1
0.3,4.356,0,10,0
0.73,10.649,1,5,1
0.05,4.038,0,8,0
0.22,6.241,0,10,0
0.28,16.587,0,3,0
0.4,5.524,0,6,0
0.05,3.15,0,8,0
0.05,0.981,1,5,0
0.05,7.824,0,5,0
0.19,5.256,1,6,0
0.2,2.537,0,5,0
0.52,11.994,0,5,1
0.36,19.067,1,5,0
0.29,5.138,0,5,0
0.11,28.204,1,6,1
1.99,90.041,0,6,1
0.05,7.634,0,8,0
0.05,3.826,0,3,0
0.09,15.859,0,5,0
0.05,5.645,0,5,0
0.06,1.814,0,5,0
0.07,17.512,0,7,0
0.05,2.413,1,4,0
0.12,2.621,0,4,0
0.05,20.171,0,3,1
2.26,12.013,0,5,1
3.51,11.603,1,5,1
5.09,21.611,1,10,1
3.71,27.542,0,7,1
3.5,11.094,1,8,1
2.04,138.31,1,8,0
2.38,133.135,1,0,0
1.96,152.464,1,15,0
1.89,154.083,1,0,0
2.93,96.079,0,11,1
2.75,96.648,0,11,0
2.52,128.108,0,10,0
1.7,160.995,0,10,0
1.94,169.274,0,0,0
1.84,148.759,0,0,1
1.8,134.97,1,12,1
1.96,127.193,1,8,0
1.8,135.214,1,10,0
1.03,99.891,0,4,0
1.84,103.032,0,5,0
0.05,5.764,0,10,0
1.74,89.268,1,8,0
1.84,83.432,1,8,0
0.21,7.907,0,0,0
1.55,7.336,0,1,1
0.05,6.795,0,3,0
0.43,4.603,0,3,0
0.57,7.55,0,5,0
0.38,2.57,0,11,0
0.48,4.868,1,5,0
0.05,6.412,0,1,0
1.27,18.56,1,0,1
0.1,4.775,0,0,0
0.05,27.414,0,0,0
0.05,9.629,1,9,0
0.62,26.251,1,0,0
0.23,7.057,1,10,0
3.04,43.307,0,8,1
4.13,56.723,1,0,1
3.42,61.547,1,0,1
2.54,47.031,0,3,1
2.16,85.482,0,4,1
0.49,3.286,1,0,1
0.66,25.522,1,0,0
1.2,44.943,1,4,0
0.17,14.148,1,0,0
0.09,10.208,1,5,0
0.05,5.496,1,7,0
0.31,4.872,0,8,0
0.09,3.944,1,11,0
0.75,19.318,0,7,0
0.55,25.371,1,10,0
1.27,20.469,1,0,1
0.47,14.311,1,0,0
0.05,2.067,1,12,1
0.11,3.178,0,5,0
0.05,5.378,0,10,0
0.17,5.226,0,6,0
0.05,10.387,1,9,0
0.22,9.77,0,0,0
0.35,7.243,0,0,0
0.12,5.331,0,3,0
0.05,9.011,1,12,0
0.23,1.255,1,0,0
0.75,54.424,1,6,0
0.87,81.166,0,0,0
1.65,13.58,1,0,0
0.23,2.542,0,2,0
1.54,24.005,1,10,0
0.74,28.215,1,7,0
0.78,23.942,0,7,0
0.71,40.296,1,8,0
0.57,10.627,0,9,1
1.03,14.735,1,0,1
0.72,17.967,0,4,1
0.69,31.574,1,0,1
0.64,32.242,1,0,1
0.3,2.607,0,0,0
0.98,15.356,1,0,1
0.95,27.42,0,3,0
0.85,15.485,0,0,0
0.36,1.979,0,0,0
0.59,22.585,1,4,1
0.45,2.733,1,8,0
1.03,26.077,0,7,1
0.65,45.543,0,0,1
